NAME;POS;NAT;COUNTRY;MINUTES_PLAYED;GOALS;ASSISTS;YELLOW_CARDS;RED_CARDS;FOULS;FOULED;TACKLES ATT/WON;AERIALS ATT/WON;DUELS ATT/WON;CLEAR;ERR CHANCE;ERR GOAL;POSS LOST;OFFSIDE;TOUCHES;INTERCEP;RECOV;LAST MAN TACKLE;PASSES;PASS COMP %;FINAL THIRD;LONG BALL;PEN;SHOTS;ON TARGET;BLOCKED;DRIBBLES;TOUCHES IN BOX;BIG CHANCE;CROSSES;SAVES;GOALS CON;PEN CON;PEN SAVE;DECISIVE;FIRST;EQUALISER;PEN WON;RATING
Ł. Fabiański;GK;0.0;Poland;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;1.0;0.0;1.0;11.0;0.0;56.0;0.0;7.0;0.0;51.0;78%;3.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;5.2
A. W-Bissaka;DR;0.0;DR Congo;90;0.0;1.0;1.0;0.0;2.0;5.0;0/0;0/0;10/5;3.0;0.0;0.0;15.0;0.0;67.0;2.0;6.0;0.0;45.0;78%;6.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.9
K. Mavropanos;DCR;0.0;Greece;90;0.0;0.0;0.0;0.0;0.0;0.0;2/2;4/3;7/5;5.0;0.0;0.0;5.0;0.0;60.0;1.0;2.0;0.0;50.0;90%;2.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4
M. Kilman;DCL;0.0;England;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;4/3;4/3;6.0;0.0;0.0;9.0;1.0;56.0;0.0;1.0;0.0;47.0;81%;5.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.7
Emerson;DL;0.0;Italy;81;0.0;0.0;0.0;0.0;1.0;1.0;1/1;5/3;11/7;3.0;0.0;0.0;13.0;0.0;46.0;1.0;1.0;0.0;28.0;71%;6.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.2
E. Álvarez;DMCR;0.0;Mexico;90;0.0;0.0;0.0;0.0;3.0;2.0;2/2;2/0;10/6;3.0;0.0;0.0;9.0;0.0;63.0;1.0;6.0;0.0;47.0;85%;11.0;6.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7
G. Rodríguez;DMCL;0.0;Argentina;81;0.0;0.0;0.0;0.0;0.0;3.0;0/0;2/1;5/4;1.0;0.0;0.0;2.0;0.0;39.0;0.0;1.0;0.0;33.0;94%;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.3
K. Mohammed;AMR;0.0;Ghana;63;0.0;0.0;0.0;0.0;0.0;2.0;1/0;2/0;12/6;0.0;0.0;0.0;10.0;1.0;34.0;0.0;5.0;0.0;17.0;94%;2.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.9
T. Souček;AMC;0.0;Czechia;90;1.0;0.0;1.0;0.0;2.0;0.0;1/0;4/2;8/4;1.0;0.0;0.0;6.0;0.0;35.0;2.0;1.0;0.0;25.0;80%;6.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.1
Carlos Soler;AML;0.0;Spain;72;1.0;0.0;0.0;0.0;0.0;0.0;1/1;1/0;4/2;1.0;0.0;0.0;6.0;0.0;39.0;0.0;5.0;0.0;30.0;90%;6.0;2.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.3
Lucas Paquetá;S;0.0;Brazil;90;1.0;0.0;1.0;0.0;1.0;5.0;3/2;7/3;20/12;0.0;0.0;0.0;18.0;3.0;52.0;0.0;6.0;0.0;29.0;62%;8.0;2.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0
D. Ings;F;0.0;England;27;0.0;1.0;0.0;0.0;0.0;0.0;1/1;0/0;3/1;1.0;0.0;0.0;1.0;0.0;13.0;0.0;0.0;0.0;7.0;100%;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7
A. Irving;M;0.0;Scotland;18;0.0;0.0;0.0;0.0;0.0;0.0;1/0;0/0;3/1;1.0;0.0;0.0;4.0;0.0;20.0;0.0;3.0;0.0;14.0;86%;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
A. Cresswell;D;0.0;England;9;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
O. Scarles;D;0.0;England;9;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S.Moreno;GK;0.0;Germany;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;7.0;0.0;45.0;0.0;4.0;0.0;38.0;82%;5.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;6.2
Matheus Nunes;DR;0.0;Portugal;90;0.0;0.0;0.0;0.0;1.0;0.0;3/2;5/1;11/5;6.0;0.0;0.0;14.0;0.0;81.0;1.0;3.0;0.0;52.0;87%;25.0;4.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
M. Akanji;DCR;0.0;Switzerland;90;0.0;0.0;0.0;0.0;0.0;0.0;1/0;5/3;6/4;6.0;0.0;0.0;8.0;0.0;76.0;0.0;7.0;0.0;63.0;89%;27.0;5.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.5
N. Aké;DCL;0.0;Netherlands;90;0.0;0.0;0.0;0.0;0.0;0.0;1/1;3/1;5/2;7.0;0.0;0.0;2.0;0.0;57.0;0.0;3.0;0.0;46.0;98%;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.3
J. Gvardiol;DL;0.0;Croatia;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;4/3;5/4;3.0;0.0;0.0;10.0;0.0;77.0;2.0;5.0;0.0;56.0;89%;31.0;4.0;0.0;2.0;1.0;0.0;1.0;4.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
Bernardo;DMCR;0.0;Portugal;90;0.0;0.0;0.0;0.0;0.0;0.0;3/2;0/0;5/3;3.0;0.0;0.0;10.0;0.0;67.0;1.0;0.0;0.0;52.0;87%;22.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
M. Kovačić;DMCL;0.0;Croatia;76;0.0;0.0;0.0;0.0;3.0;1.0;0/0;1/1;7/2;2.0;0.0;0.0;6.0;0.0;52.0;3.0;5.0;0.0;42.0;88%;19.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.8
P. Foden;AMR;0.0;England;87;2.0;0.0;0.0;0.0;0.0;1.0;2/0;1/1;0/4;1.0;0.0;0.0;7.0;0.0;59.0;1.0;4.0;0.0;43.0;88%;30.0;2.0;0.0;3.0;2.0;1.0;0.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9.7
K. De Bruyne;AMC;0.0;Belgium;90;0.0;1.0;0.0;0.0;0.0;1.0;1/0;3/1;9/4;2.0;0.0;0.0;17.0;0.0;84.0;1.0;5.0;0.0;58.0;88%;39.0;1.0;0.0;3.0;0.0;0.0;1.0;4.0;2.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.2
Sávio;AML;0.0;Brazil;90;0.0;0.0;0.0;0.0;0.0;1.0;0/0;1/0;6/3;0.0;0.0;0.0;8.0;0.0;49.0;0.0;4.0;0.0;35.0;86%;25.0;2.0;0.0;5.0;2.0;0.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.5
E. Haaland;S;0.0;Norway;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;9/6;11/6;0.0;0.0;0.0;15.0;0.0;32.0;0.0;1.0;0.0;24.0;54%;11.0;1.0;0.0;4.0;3.0;0.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.5
I. Gündogan;M;0.0;Germany;14;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/1;0.0;0.0;0.0;3.0;0.0;12.0;0.0;1.0;0.0;9.0;78%;5.0;2.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
J. Mcatee;M;0.0;England;3;0.0;0.0;0.0;0.0;0.0;0.0;1/1;1/0;2/1;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;100%;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
M. Flekken;GK;0.0;Netherlands;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;18.0;0.0;60.0;0.0;8.0;0.0;50.0;66%;8.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;6.9
M. Roerslev;DR;0.0;Denmark;87;0.0;1.0;0.0;0.0;0.0;0.0;2/1;1/1;6/3;1.0;0.0;0.0;13.0;0.0;42.0;0.0;2.0;0.0;26.0;65%;11.0;0.0;0.0;2.0;1.0;0.0;0.0;6.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7
N. Collins;DCR;0.0;Republic of Ireland;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;3/2;3/2;2.0;0.0;0.0;5.0;0.0;54.0;0.0;5.0;0.0;47.0;94%;8.0;5.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.9
S. van den Berg;DCL;0.0;Netherlands;90;0.0;0.0;0.0;0.0;0.0;0.0;1/1;7/1;8/2;5.0;0.0;0.0;3.0;0.0;57.0;1.0;1.0;0.0;46.0;96%;5.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.8
K. Lewis-Potter;DL;0.0;England;90;0.0;1.0;0.0;0.0;0.0;0.0;2/2;2/2;9/5;4.0;0.0;0.0;10.0;0.0;48.0;1.0;3.0;0.0;27.0;81%;6.0;2.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.9
C. Nørgaard;MCR;0.0;Denmark;90;1.0;0.0;0.0;0.0;2.0;0.0;2/1;7/5;15/7;3.0;0.0;0.0;15.0;0.0;68.0;3.0;7.0;0.0;46.0;83%;10.0;2.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;7.9
V. Janelt;MC;0.0;Germany;79;0.0;0.0;0.0;0.0;1.0;0.0;0/0;1/0;0/0;0.0;0.0;0.0;6.0;0.0;36.0;3.0;2.0;0.0;26.0;81%;8.0;2.0;0.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4
M. Jensen;MCL;0.0;Denmark;68;0.0;0.0;0.0;0.0;0.0;0.0;1/1;1/1;0/4;1.0;0.0;0.0;8.0;0.0;50.0;0.0;2.0;0.0;36.0;86%;15.0;5.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7
B. Mbeumo;WR;0.0;Cameroon;90;0.0;0.0;0.0;0.0;0.0;1.0;0/0;3/0;5/2;2.0;0.0;0.0;16.0;0.0;45.0;0.0;2.0;0.0;27.0;70%;17.0;1.0;0.0;3.0;1.0;0.0;1.0;10.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7
Y. Wissa;S;0.0;DR Congo;90;1.0;0.0;0.0;0.0;1.0;2.0;2/0;4/1;10/5;0.0;1.0;0.0;6.0;1.0;29.0;0.0;2.0;0.0;16.0;75%;9.0;0.0;0.0;5.0;2.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.8
M. Damsgaard;WL;0.0;Denmark;90;0.0;0.0;0.0;0.0;0.0;1.0;0/0;1/0;6/1;0.0;0.0;0.0;16.0;2.0;59.0;0.0;4.0;0.0;46.0;83%;27.0;5.0;0.0;2.0;0.0;1.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
K. Schade;M;0.0;Germany;22;0.0;0.0;0.0;0.0;0.0;0.0;0/0;2/2;0/2;1.0;0.0;0.0;3.0;1.0;11.0;0.0;2.0;0.0;8.0;75%;6.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4
R. Henry;D;0.0;England;3;0.0;0.0;0.0;0.0;0.0;0.0;0/0;1/1;2/1;0.0;0.0;0.0;3.0;0.0;6.0;1.0;1.0;0.0;3.0;33%;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Y. Yarmoliuk;M;0.0;Ukraine;11;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Robert Sánchez;GK;0.0;Spain;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;1.0;0.0;12.0;0.0;49.0;0.0;8.0;0.0;40.0;73%;4.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4
M. Caicedo;DR;0.0;Ecuador;81;0.0;0.0;0.0;0.0;3.0;2.0;1/1;1/0;8/4;2.0;0.0;0.0;9.0;0.0;58.0;0.0;3.0;0.0;41.0;90%;9.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.4
J. Acheampong;DCR;0.0;England;71;0.0;0.0;0.0;0.0;0.0;1.0;2/1;2/1;5/4;1.0;0.0;0.0;9.0;0.0;40.0;0.0;1.0;0.0;30.0;77%;5.0;3.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.6
L. Colwill;DCL;0.0;England;90;0.0;0.0;0.0;0.0;2.0;1.0;1/1;7/5;11/7;3.0;0.0;0.0;6.0;0.0;62.0;3.0;4.0;0.0;52.0;88%;4.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
Cucurella;DL;0.0;Spain;90;0.0;0.0;0.0;0.0;3.0;1.0;0/0;2/1;7/2;0.0;0.0;0.0;6.0;0.0;59.0;1.0;2.0;0.0;43.0;88%;13.0;5.0;0.0;3.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.8
R. Lavia;DMCR;0.0;Belgium;56;0.0;0.0;1.0;0.0;1.0;1.0;2/1;1/1;6/4;0.0;0.0;0.0;5.0;0.0;26.0;0.0;4.0;0.0;20.0;85%;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
E. Fernández;DMCL;0.0;Argentina;90;0.0;0.0;0.0;0.0;1.0;4.0;1/1;2/0;11/6;1.0;0.0;0.0;17.0;0.0;81.0;1.0;11.0;0.0;59.0;83%;25.0;9.0;0.0;2.0;1.0;1.0;1.0;3.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.9
N. Madueke;AMR;0.0;England;81;0.0;0.0;0.0;0.0;1.0;1.0;0/0;2/0;9/3;0.0;0.0;0.0;8.0;2.0;26.0;0.0;3.0;0.0;12.0;75%;4.0;1.0;0.0;3.0;0.0;3.0;2.0;7.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
C. Palmer;AMC;0.0;England;90;1.0;0.0;0.0;0.0;1.0;2.0;0/0;1/0;9/3;0.0;0.0;0.0;14.0;0.0;50.0;0.0;1.0;0.0;30.0;87%;16.0;5.0;0.0;4.0;3.0;0.0;1.0;3.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8.2
J. Sancho;AML;0.0;England;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;1/0;7/4;0.0;0.0;0.0;9.0;0.0;41.0;0.0;3.0;0.0;31.0;81%;16.0;0.0;0.0;2.0;0.0;2.0;4.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.3
N. Jackson;S;0.0;Senegal;90;0.0;1.0;1.0;0.0;2.0;1.0;1/0;1/1;10/5;1.0;0.0;0.0;8.0;0.0;39.0;0.0;2.0;0.0;17.0;88%;9.0;0.0;0.0;7.0;3.0;1.0;2.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.2
R. James;D;0.0;England;34;1.0;0.0;0.0;0.0;0.0;0.0;0/0;3/3;8/5;0.0;0.0;0.0;6.0;0.0;37.0;0.0;1.0;0.0;27.0;85%;2.0;1.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;7.1
T. Adarabioyo;D;0.0;England;19;0.0;0.0;0.0;0.0;1.0;0.0;2/1;3/3;6/5;0.0;0.0;0.0;5.0;0.0;23.0;0.0;1.0;0.0;17.0;76%;0.0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4
João Félix;F;0.0;Portugal;9;0.0;0.0;0.0;0.0;0.0;2.0;0/0;1/0;5/3;0.0;0.0;0.0;3.0;0.0;8.0;0.0;0.0;0.0;2.0;50%;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
