NAME;POS;NAT;COUNTRY;MINUTES_PLAYED;GOALS;ASSISTS;YELLOW_CARDS;RED_CARDS;FOULS;FOULED;TACKLES ATT/WON;AERIALS ATT/WON;DUELS ATT/WON;CLEAR;ERR CHANCE;ERR GOAL;POSS LOST;OFFSIDE;TOUCHES;INTERCEP;RECOV;LAST MAN TACKLE;PASSES;PASS COMP %;FINAL THIRD;LONG BALL;PEN;SHOTS;ON TARGET;BLOCKED;DRIBBLES;TOUCHES IN BOX;BIG CHANCE;CROSSES;SAVES;GOALS CON;PEN CON;PEN SAVE;DECISIVE;FIRST;EQUALISER;PEN WON;RATING
R. Yates;DMCR;0.0;England;76;0.0;0.0;1.0;0.0;4.0;2.0;2/2;1/0;12/4;2.0;0.0;0.0;4.0;0.0;32.0;0.0;4.0;0.0;21.0;86%;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.2
E. Anderson;DMCL;0.0;England;90;0.0;0.0;0.0;0.0;1.0;1.0;4/2;1/1;9/8;8.0;0.0;0.0;13.0;0.0;54.0;1.0;8.0;0.0;25.0;68%;7.0;8.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7
A. Elanga;AMR;0.0;Sweden;90;0.0;1.0;0.0;0.0;0.0;1.0;1/1;5/2;11/6;2.0;0.0;0.0;17.0;0.0;44.0;1.0;5.0;0.0;21.0;67%;9.0;0.0;0.0;1.0;1.0;0.0;2.0;5.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
M. Gibbs-White;AMC;0.0;England;90;0.0;0.0;1.0;0.0;0.0;3.0;0/0;3/0;7/3;1.0;0.0;0.0;10.0;0.0;36.0;0.0;4.0;0.0;25.0;84%;12.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.6
C. Hudson-Odoi;AML;0.0;England;83;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/1;1.0;0.0;0.0;7.0;1.0;36.0;1.0;5.0;0.0;25.0;84%;14.0;4.0;0.0;2.0;1.0;1.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.3
C. Wood;S;0.0;New Zealand;90;1.0;0.0;0.0;0.0;0.0;1.0;0/0;6/2;8/3;0.0;0.0;0.0;8.0;1.0;20.0;0.0;0.0;0.0;16.0;56%;6.0;1.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6.5
N. Domínguez;M;0.0;Argentina;14;0.0;0.0;0.0;0.0;0.0;0.0;2/1;2/1;4/3;1.0;0.0;0.0;0.0;0.0;8.0;0.0;1.0;0.0;4.0;100%;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Jota Silva;F;0.0;Portugal;7;0.0;0.0;0.0;0.0;0.0;0.0;1/1;3/1;4/2;1.0;0.0;0.0;3.0;0.0;6.0;0.0;0.0;0.0;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H. Winks;M;0.0;England;66;0.0;0.0;0.0;0.0;0.0;1.0;0/0;0/0;2/1;2.0;0.0;0.0;8.0;0.0;78.0;2.0;9.0;0.0;68.0;91%;16.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
F. Buonanotte;M;0.0;Argentina;66;0.0;0.0;0.0;0.0;1.0;2.0;6/3;0/0;17/9;0.0;0.0;0.0;14.0;0.0;57.0;0.0;6.0;0.0;33.0;88%;10.0;2.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.5
P. Daka;F;0.0;Zambia;24;0.0;0.0;0.0;0.0;0.0;1.0;1/1;0/0;4/2;0.0;0.0;0.0;2.0;0.0;19.0;0.0;0.0;0.0;9.0;100%;4.0;2.0;0.0;4.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.3
B. El Khannouss;M;0.0;Morocco;66;0.0;0.0;0.0;0.0;0.0;0.0;2/2;2/1;7/5;0.0;0.0;0.0;13.0;0.0;44.0;0.0;2.0;0.0;32.0;75%;15.0;1.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
K. McAteer;M;0.0;Republic of Ireland;24;0.0;0.0;0.0;0.0;1.0;1.0;0/0;0/0;3/1;0.0;0.0;0.0;6.0;0.0;19.0;0.0;2.0;0.0;14.0;64%;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
O. Skipp;M;0.0;England;24;0.0;0.0;0.0;0.0;0.0;0.0;2/1;3/2;5/4;0.0;0.0;0.0;3.0;0.0;21.0;0.0;1.0;0.0;17.0;88%;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
J. Stolarczyk;GK;0.0;Poland;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;6.0;0.0;41.0;0.0;6.0;0.0;36.0;83%;2.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
J. Justin;DR;0.0;England;80;0.0;0.0;0.0;0.0;0.0;0.0;0/0;4/2;6/2;2.0;0.0;0.0;16.0;0.0;63.0;0.0;1.0;0.0;42.0;79%;11.0;5.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.9
W. Faes;DCR;0.0;Belgium;90;0.0;0.0;0.0;0.0;0.0;0.0;1/1;2/1;4/2;3.0;0.0;0.0;5.0;0.0;74.0;0.0;6.0;1.0;69.0;94%;5.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.2
J. Vestergaard;DCL;0.0;Denmark;90;0.0;0.0;0.0;0.0;1.0;0.0;1/0;6/4;9/5;2.0;0.0;0.0;8.0;0.0;94.0;1.0;3.0;0.0;89.0;91%;9.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4
V. Kristiansen;DL;0.0;Denmark;90;0.0;0.0;0.0;0.0;0.0;0.0;3/2;1/0;4/3;3.0;1.0;0.0;17.0;0.0;83.0;2.0;6.0;0.0;60.0;77%;16.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.2
B. Soumaré;DMCL;0.0;France;90;0.0;0.0;0.0;0.0;2.0;0.0;1/1;2/1;8/3;2.0;0.0;0.0;10.0;0.0;89.0;2.0;6.0;0.0;76.0;89%;14.0;2.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
S. Mavididi;AML;0.0;England;90;0.0;0.0;0.0;0.0;1.0;0.0;1/0;3/1;15/5;2.0;0.0;0.0;17.0;0.0;59.0;2.0;4.0;0.0;26.0;88%;17.0;0.0;0.0;2.0;0.0;1.0;3.0;9.0;1.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
J. Vardy;S;0.0;England;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;5/2;9/4;0.0;0.0;0.0;11.0;1.0;43.0;0.0;5.0;0.0;30.0;77%;8.0;0.0;0.0;6.0;1.0;1.0;2.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.3
J. Ayew;F;0.0;Ghana;10;0.0;0.0;0.0;0.0;1.0;0.0;0/0;1/0;3/1;0.0;0.0;0.0;3.0;0.0;12.0;0.0;0.0;0.0;8.0;75%;5.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
D. Henderson;GK;0.0;England;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;11.0;0.0;41.0;0.0;14.0;0.0;29.0;62%;3.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.6
C. Richards;DR;0.0;United States;90;0.0;0.0;0.0;0.0;0.0;0.0;2/1;6/4;9/6;5.0;0.0;0.0;19.0;0.0;73.0;0.0;3.0;0.0;61.0;70%;8.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7
M. Lacroix;DC;0.0;France;90;0.0;0.0;0.0;0.0;0.0;2.0;1/1;2/1;6/5;4.0;0.0;0.0;6.0;0.0;73.0;2.0;5.0;0.0;60.0;90%;8.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.3
M. Guéhi;DL;0.0;England;90;1.0;0.0;0.0;0.0;0.0;1.0;1/0;4/3;6/4;5.0;0.0;0.0;12.0;0.0;81.0;0.0;5.0;0.0;66.0;83%;12.0;10.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.9
D. Muñoz;DMR;0.0;Colombia;90;0.0;0.0;0.0;0.0;1.0;1.0;4/3;2/1;14/7;4.0;1.0;0.0;17.0;1.0;68.0;3.0;6.0;0.0;35.0;77%;11.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.1
W. Hughes;DMCR;0.0;England;62;0.0;0.0;0.0;0.0;2.0;0.0;4/4;2/1;10/5;1.0;0.0;0.0;4.0;0.0;43.0;0.0;6.0;0.0;36.0;89%;10.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.3
J. Lerma;DMCL;0.0;Colombia;20;0.0;0.0;0.0;0.0;1.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;0.0;0.0;4.0;75%;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
T. Mitchell;DML;0.0;England;80;0.0;0.0;0.0;0.0;0.0;1.0;0/0;1/0;8/3;4.0;0.0;0.0;15.0;0.0;61.0;0.0;5.0;0.0;33.0;82%;7.0;4.0;0.0;2.0;1.0;0.0;2.0;3.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
I. Sarr;AMCR;0.0;Senegal;90;0.0;1.0;0.0;0.0;0.0;0.0;0/0;2/1;4/2;2.0;0.0;0.0;17.0;0.0;45.0;0.0;1.0;0.0;35.0;66%;18.0;2.0;0.0;1.0;1.0;0.0;1.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.2
Eberechi Eze;AMCL;0.0;England;79;0.0;1.0;0.0;0.0;0.0;0.0;1/1;2/1;10/6;0.0;0.0;0.0;12.0;0.0;39.0;0.0;6.0;0.0;26.0;77%;9.0;2.0;0.0;1.0;0.0;1.0;4.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.1
J. Mateta;S;0.0;France;80;1.0;0.0;0.0;0.0;0.0;0.0;0/0;3/2;7/4;0.0;0.0;0.0;7.0;1.0;21.0;0.0;3.0;0.0;10.0;80%;5.0;0.0;0.0;2.0;1.0;0.0;2.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;7.0
D. Kamada;M;0.0;Japan;28;0.0;0.0;0.0;0.0;0.0;0.0;1/1;1/0;5/2;0.0;0.0;0.0;2.0;0.0;20.0;1.0;0.0;0.0;15.0;93%;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.5
C. Doucouré;M;0.0;Mali;70;0.0;0.0;0.0;0.0;0.0;1.0;3/1;2/1;10/5;0.0;1.0;0.0;13.0;0.0;45.0;3.0;9.0;0.0;33.0;73%;8.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
N. Clyne;D;0.0;England;10;0.0;0.0;0.0;0.0;1.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;1.0;0.0;6.0;0.0;1.0;0.0;5.0;80%;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
E. Nketiah;F;0.0;England;10;0.0;0.0;0.0;0.0;1.0;1.0;0/0;2/0;5/1;0.0;0.0;0.0;3.0;0.0;9.0;0.0;0.0;0.0;4.0;75%;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
J. Devenny;M;0.0;Northern Ireland;11;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;3.0;1.0;6.0;0.0;0.0;0.0;4.0;75%;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
José Sá;GK;0.0;Portugal;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/1;0.0;0.0;0.0;20.0;0.0;49.0;0.0;10.0;0.0;42.0;52%;8.0;28.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;5.5
M. Doherty;DR;0.0;Republic of Ireland;90;0.0;0.0;1.0;0.0;0.0;0.0;1/0;1/1;5/4;2.0;0.0;0.0;8.0;0.0;54.0;0.0;8.0;0.0;41.0;85%;11.0;7.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.7
S. Bueno;DC;0.0;Uruguay;90;0.0;0.0;0.0;0.0;3.0;0.0;6/3;2/0;11/6;3.0;0.0;0.0;1.0;0.0;41.0;1.0;0.0;0.0;26.0;96%;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.7
E. Agbadou;DL;0.0;Côte d’Ivoire;90;0.0;0.0;1.0;0.0;0.0;0.0;4/1;1/0;9/5;3.0;0.0;0.0;10.0;1.0;58.0;1.0;5.0;0.0;43.0;81%;8.0;11.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.7
Rodrigo Gomes;DMR;0.0;Portugal;69;0.0;0.0;0.0;0.0;1.0;0.0;3/2;4/0;9/3;0.0;0.0;0.0;10.0;0.0;34.0;0.0;3.0;0.0;21.0;62%;9.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.2
André;DMCR;0.0;Brazil;86;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
João Gomes;DMCL;0.0;Brazil;86;0.0;0.0;0.0;0.0;0.0;2.0;1/0;0/0;10/3;0.0;0.0;0.0;10.0;0.0;51.0;3.0;9.0;0.0;35.0;83%;12.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.2
R. Aït-Nouri;DML;0.0;Algeria;90;0.0;0.0;0.0;0.0;2.0;0.0;2/1;5/3;15/6;1.0;0.0;0.0;16.0;0.0;58.0;0.0;6.0;0.0;32.0;78%;12.0;2.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
G. Guedes;AMCR;0.0;Portugal;69;0.0;0.0;0.0;0.0;0.0;3.0;0/0;1/1;9/5;0.0;0.0;0.0;16.0;0.0;44.0;1.0;6.0;0.0;25.0;72%;7.0;3.0;0.0;2.0;1.0;0.0;2.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4
Hwang Heechan;AMCL;0.0;Korea Republic;45;0.0;0.0;0.0;0.0;1.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;7.0;0.0;19.0;1.0;4.0;0.0;13.0;69%;5.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.8
J. Strand Larsen;S;0.0;Norway;90;0.0;0.0;0.0;0.0;3.0;0.0;0/0;8/1;10/1;1.0;0.0;0.0;12.0;0.0;35.0;0.0;3.0;0.0;27.0;63%;7.0;2.0;0.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.6
Nélson Semedo;D;0.0;Portugal;21;0.0;0.0;0.0;0.0;1.0;1.0;0/0;0/0;3/2;0.0;0.0;0.0;0.0;0.0;14.0;0.0;2.0;0.0;8.0;100%;3.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.5
Matheus Cunha;F;0.0;Brazil;45;0.0;0.0;0.0;0.0;0.0;1.0;0/0;1/0;4/1;0.0;0.0;0.0;9.0;0.0;29.0;1.0;2.0;0.0;13.0;85%;5.0;0.0;0.0;4.0;2.0;0.0;0.0;5.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.2
J. Bellegarde;M;0.0;Haiti;21;0.0;0.0;0.0;0.0;0.0;0.0;1/0;0/0;4/2;0.0;0.0;0.0;4.0;0.0;18.0;0.0;1.0;0.0;12.0;75%;5.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.8
Pablo Sarabia;M;0.0;Spain;4;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
T. Doyle;M;0.0;England;4;0.0;0.0;0.0;0.0;0.0;1.0;0/0;0/0;0/1;0.0;0.0;0.0;2.0;0.0;9.0;0.0;0.0;0.0;5.0;80%;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
M. Dúbravka;GK;0.0;Slovakia;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;4.0;0.0;49.0;0.0;11.0;0.0;34.0;88%;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.9
V. Livramento;DR;0.0;England;85;0.0;0.0;0.0;0.0;0.0;0.0;4/4;4/1;11/5;3.0;0.0;0.0;13.0;1.0;80.0;4.0;4.0;0.0;48.0;88%;13.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.6
S. Botman;DCR;0.0;Netherlands;90;0.0;0.0;0.0;0.0;0.0;0.0;1/1;5/4;6/5;4.0;0.0;0.0;6.0;0.0;83.0;2.0;3.0;0.0;73.0;93%;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.2
D. Burn;DCL;0.0;England;90;0.0;0.0;0.0;0.0;1.0;1.0;0/0;5/5;8/7;2.0;0.0;0.0;4.0;0.0;88.0;1.0;9.0;0.0;80.0;95%;3.0;4.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.3
L. Hall;DL;0.0;England;90;0.0;0.0;0.0;0.0;1.0;0.0;0/0;2/1;7/2;3.0;0.0;0.0;9.0;0.0;71.0;0.0;5.0;0.0;54.0;93%;17.0;2.0;0.0;2.0;0.0;1.0;1.0;1.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.1
B. Guimaraes;MCR;0.0;Brazil;90;0.0;1.0;0.0;0.0;1.0;1.0;5/2;1/1;12/7;1.0;0.0;0.0;16.0;0.0;91.0;2.0;2.0;0.0;68.0;84%;27.0;6.0;0.0;2.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.8
S. Tonali;MC;0.0;Italy;90;0.0;0.0;0.0;0.0;3.0;1.0;1/1;1/1;10/4;0.0;0.0;0.0;9.0;0.0;73.0;0.0;15.0;0.0;64.0;91%;16.0;3.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.2
Joelinton;MCL;0.0;Brazil;83;0.0;0.0;0.0;0.0;1.0;2.0;0/0;2/1;9/3;1.0;0.0;0.0;14.0;1.0;55.0;0.0;5.0;0.0;40.0;78%;16.0;2.0;0.0;2.0;0.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.2
J. Murphy;WR;0.0;England;78;0.0;0.0;0.0;0.0;0.0;2.0;0/0;0/0;8/6;0.0;0.0;0.0;18.0;0.0;54.0;2.0;4.0;0.0;32.0;69%;19.0;3.0;0.0;2.0;2.0;0.0;4.0;4.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
A. Isak;S;0.0;Sweden;78;2.0;1.0;0.0;0.0;1.0;0.0;0/0;2/2;9/4;0.0;0.0;0.0;15.0;1.0;41.0;0.0;0.0;0.0;25.0;76%;17.0;0.0;0.0;3.0;2.0;0.0;2.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;9.7
A. Gordon;WL;0.0;England;78;1.0;0.0;0.0;0.0;1.0;2.0;1/1;1/1;19/11;0.0;0.0;0.0;18.0;0.0;60.0;0.0;6.0;0.0;33.0;73%;17.0;1.0;0.0;4.0;1.0;3.0;7.0;9.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.1
K.Trippier;D;0.0;England;5;0.0;0.0;0.0;0.0;0.0;0.0;0/0;1/1;0/1;1.0;0.0;0.0;2.0;0.0;17.0;0.0;1.0;0.0;13.0;92%;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
J. Willock;M;0.0;England;12;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
M. Almirón;M;0.0;Paraguay;12;0.0;0.0;0.0;0.0;0.0;0.0;1/1;0/0;0/1;0.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;0.0;7.0;86%;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
W. Osula;F;0.0;Denmark;12;0.0;0.0;0.0;0.0;0.0;1.0;0/0;0/0;2/1;0.0;0.0;0.0;1.0;0.0;4.0;1.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
L. Miley;M;0.0;England;7;0.0;0.0;0.0;0.0;0.0;0.0;1/1;0/0;0/1;1.0;0.0;0.0;1.0;0.0;14.0;0.0;2.0;0.0;10.0;100%;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
E. Martínez;GK;0.0;Argentina;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;1.0;0.0;0.0;8.0;0.0;56.0;0.0;8.0;0.0;47.0;85%;5.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.8
M. Cash;DR;0.0;Poland;90;0.0;0.0;0.0;0.0;0.0;0.0;3/2;3/2;7/5;1.0;0.0;0.0;11.0;0.0;39.0;3.0;3.0;0.0;18.0;83%;7.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
E. Konsa;DCR;0.0;England;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;3/2;4/2;8.0;0.0;0.0;6.0;0.0;75.0;0.0;7.0;0.0;63.0;95%;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.5
T. Mings;DCL;0.0;England;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;8/2;8/2;11.0;0.0;0.0;9.0;0.0;79.0;0.0;2.0;0.0;62.0;85%;7.0;10.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.3
L. Digne;DL;0.0;France;90;0.0;0.0;0.0;0.0;0.0;3.0;1/1;2/2;9/7;3.0;0.0;0.0;24.0;0.0;71.0;1.0;6.0;0.0;44.0;70%;15.0;7.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.8
B. Kamara;DMCR;0.0;France;90;0.0;0.0;0.0;0.0;1.0;5.0;1/1;3/3;15/10;3.0;0.0;0.0;10.0;0.0;72.0;3.0;3.0;0.0;53.0;87%;13.0;5.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.3
A. Onana;DMCL;0.0;Belgium;90;0.0;0.0;1.0;0.0;3.0;2.0;2/2;4/3;11/7;2.0;0.0;0.0;10.0;0.0;61.0;1.0;6.0;0.0;50.0;80%;10.0;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.8
