Unnamed: 0;NAME;TEAM;POS;NAT;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;FOULS;FOULED;TACKLES ATT/WON;AERIALS ATT/WON;DUELS ATT/WON;CLEAR;ERR CHANCE;ERR GOAL;POSS LOST;OFFSIDE;TOUCHES;INTERCEP;RECOV;LAST MAN TACKLE;PASSES;PASS COMP %;FINAL THIRD;LONG BALL;PEN;SHOTS;ON TARGET;BLOCKED;DRIBBLES;TOUCHES IN BOX;BIG CHANCE;CROSSES;SAVES;GOALS CON;PEN CON;PEN SAVE;DECISIVE;FIRST;EQUALISER;PEN WON;RATING
;S. van den Berg;;DCL;;Netherlands;90;-;-;-;-;-;-;0/0;6/3;6/3;8;-;-;2;-;47;1;4;-;29;93%;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.2
;K. Lewis-Potter;;DL;;England;90;-;-;-;-;-;1;2/1;2/1;6/4;3;-;-;15;-;47;1;3;-;24;63%;4;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5.6
;C. Nørgaard;;DMCR;;Denmark;90;-;-;1;-;3;-;3/3;2/0;12/4;2;-;-;6;1;57;4;12;-;36;94%;8;5;-;1;-;-;1;2;-;1;-;-;-;-;-;-;-;-;7.1
;V. Janelt;;DMCL;;Germany;66;-;-;-;-;1;1;1/0;0/0;7/2;2;-;-;10;-;40;-;6;-;30;80%;5;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.8
;B. Mbeumo;;AMR;;Cameroon;90;-;-;-;-;-;2;0/0;1/1;6/4;1;-;-;18;1;34;1;-;-;14;43%;9;-;-;4;4;-;1;9;-;5;-;-;-;-;-;-;-;-;6.5
;M. Damsgaard;;AMC;;Denmark;81;-;-;-;-;1;2;0/0;0/0;5/2;-;-;-;3;-;27;-;4;-;24;92%;7;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5.4
;Y. Yarmoliuk;;AML;;Ukraine;90;-;-;-;-;-;1;2/1;0/0;6/5;3;-;-;10;2;42;-;4;-;26;69%;4;5;-;2;-;1;2;-;-;-;-;-;-;-;-;-;-;-;5.7
;Y. Wissa;;S;;DR Congo;90;-;-;-;-;-;2;1/0;2/1;8/5;3;-;-;7;1;38;1;-;-;15;93%;5;1;-;2;1;-;1;5;-;-;-;-;-;-;-;-;-;-;6.4
;K. Schade;;M;;Germany;24;-;-;-;-;-;-;0/0;5/4;6/5;1;-;-;7;1;13;-;1;-;8;25%;5;-;-;1;1;-;1;2;-;-;-;-;-;-;-;-;-;-;5.9
;M. Jensen;;M;;Denmark;9;-;-;-;-;-;-;0/0;1/0;0/0;-;-;-;3;-;6;-;-;-;2;100%;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;
;E. Martínez;;GK;;Argentina;90;-;-;-;-;-;1;0/0;1/1;0/2;-;-;-;14;-;50;-;8;-;38;63%;5;27;-;-;-;-;-;-;-;-;4;2;-;-;-;-;-;-;6.5
;M. Cash;;DR;;Poland;90;-;1;-;-;3;-;0/0;0/0;5/1;3;-;-;10;-;32;-;2;-;16;75%;2;-;-;-;-;-;1;1;1;1;-;-;-;-;-;-;-;-;6.5
;E. Konsa;;DCR;;England;90;-;-;-;-;-;2;0/0;1/1;0/3;6;1;-;6;-;38;-;2;-;29;83%;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.7
;T. Mings;;DCL;;England;90;-;-;-;-;1;-;0/0;3/1;3/1;8;-;-;9;-;47;-;1;-;36;78%;1;6;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5.7
;I. Maatsen;;DL;;Netherlands;45;-;-;1;-;1;-;1/0;0/0;3/2;1;-;-;6;-;30;1;1;-;18;83%;2;1;-;1;1;-;1;3;-;1;-;-;-;-;-;-;-;-;5.9
;B. Kamara;;DMCR;;France;90;-;-;1;-;1;1;6/2;1/0;11/7;7;-;-;7;-;43;1;5;-;27;78%;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.5
;A. Onana;;DMCL;;Belgium;37;-;-;-;-;-;-;0/0;1/1;0/2;4;-;-;-;-;11;-;-;-;6;100%;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6.5
;M. Rogers;;AMR;;England;90;-;-;1;-;5;-;1/0;4/2;15/3;2;-;-;16;-;29;-;4;-;16;50%;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4.7
;Y. Tielemans;;AMC;;Belgium;90;1;-;-;-;4;2;1/1;2/1;13/6;2;-;-;13;-;40;-;4;-;23;65%;6;3;-;3;1;-;2;2;-;3;-;-;-;-;-;-;-;-;6.8
;J. Ramsey;;AML;;England;85;-;-;-;-;1;-;0/0;2/0;0/0;-;-;-;8;1;26;1;2;-;18;83%;5;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;5.5
;O. Watkins;;S;;England;80;1;-;-;-;-;1;0/0;7/3;12/5;1;-;-;7;1;23;-;4;-;9;78%;-;-;-;3;1;1;1;4;-;-;-;-;-;-;1;-;1;-;6.9
;L. Digne;;D;;France;45;-;1;-;-;1;-;5/3;2/1;9/6;4;-;-;5;-;27;-;4;-;13;77%;-;2;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;7.0
;L. Bailey;;F;;Jamaica;5;-;-;-;-;-;-;0/0;1/1;0/1;-;-;-;1;-;2;-;-;-;2;50%;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;
;J. Durán;;F;;Colombia;10;-;-;-;-;1;1;0/0;1/1;3/2;-;-;-;5;-;7;-;1;-;5;20%;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;L. Bogarde;;M;;Netherlands;53;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;David Raya;;GK;;Spain;90;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;4;-;26;-;6;-;20;80%;6;8;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;5.9
;T. Partey;;DR;;Ghana;90;-;-;-;-;1;2;1/0;4/4;9/8;3;1;-;18;-;87;1;6;-;68;81%;38;3;-;-;-;-;1;2;-;1;-;-;-;-;-;-;-;-;6.6
;J. Timber;;DCR;;Netherlands;90;-;-;-;-;-;1;1/1;0/0;3/2;-;-;-;3;-;74;1;5;-;67;97%;9;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.4
;Gabriel Magalhães;;DCL;;Brazil;90;-;-;-;-;1;1;3/2;9/4;14/8;3;-;-;7;-;88;-;1;1;77;94%;23;12;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;7.3
;M. Lewis-Skelly;;DL;;England;90;-;-;-;-;-;4;2/2;1/0;9/6;-;-;-;7;-;61;2;8;-;40;93%;16;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;6.7
;M. Odegaard;;MCR;;Norway;90;-;-;-;-;1;-;0/0;1/0;0/0;1;-;-;19;-;61;-;3;-;41;90%;23;-;-;1;-;1;-;2;-;11;-;-;-;-;-;-;-;-;6.0
;D. Rice;;MC;;England;90;-;-;-;-;-;1;3/2;3/1;11/6;-;-;-;11;-;75;-;1;-;57;93%;23;2;-;1;-;-;1;3;-;8;-;-;-;-;-;-;-;-;6.7
;Mikel Merino;;MCL;;Spain;90;-;-;-;-;2;3;1/0;8/5;16/10;2;-;-;10;-;59;3;7;-;38;87%;22;1;-;3;1;1;1;5;-;3;-;-;-;-;-;-;-;-;6.9
;G. Martinelli;;WR;;Brazil;82;1;-;-;-;-;1;0/0;1/0;7/1;-;-;-;16;-;31;-;1;-;15;67%;9;-;-;3;2;-;-;10;-;4;-;-;-;-;-;1;-;-;6.9
;K. Havertz;;S;;Germany;90;1;-;-;-;3;1;0/0;2/2;5/2;1;-;-;7;2;32;-;-;-;17;94%;11;-;-;3;1;-;-;3;-;3;-;-;-;-;-;-;-;-;7.1
;L. Trossard;;WL;;Belgium;90;-;2;1;-;1;2;1/0;0/0;10/5;-;-;-;21;1;62;1;4;-;30;77%;19;4;-;6;2;2;2;7;2;11;-;-;-;-;-;-;-;-;8.4
;R. Sterling;;F;;England;8;-;-;1;-;1;1;0/0;0/0;5/3;-;-;-;2;-;18;-;-;-;13;92%;9;-;-;1;-;1;2;1;-;-;-;-;-;-;-;-;-;-;
;A. Kinský;;GK;;Czechia;90;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;
;A. Gray;;DR;;England;90;-;-;-;-;2;-;2/1;1/0;7/2;2;-;-;6;-;73;1;4;-;61;92%;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.5
;R. Drăgușin;;DC;;Romania;45;-;-;-;-;-;1;0/0;4/1;6/2;4;-;-;5;-;41;-;-;-;33;85%;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.5
;B. Davies;;DL;;Wales;90;-;-;-;-;2;2;3/3;14/7;21/11;5;-;-;12;-;116;-;-;-;98;90%;11;5;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;6.8
;Pedro Porro;;DMR;;Spain;90;-;-;-;-;-;1;3/2;0/0;6/5;2;-;-;20;-;84;1;3;-;56;75%;28;7;-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;6.2
;P. Sarr;;DMCR;;Senegal;73;-;-;-;-;-;1;1/1;3/1;8/3;2;-;-;7;-;55;1;6;-;47;89%;13;2;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;6.4
;L. Bergvall;;DMCL;;Sweden;90;-;-;1;-;2;2;3/3;0/0;9/5;2;-;-;8;-;94;1;5;-;81;93%;18;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.0
;D. Spence;;DML;;England;90;-;-;-;-;1;2;3/3;2/2;24/16;1;-;-;21;1;94;-;6;-;57;82%;25;-;-;1;-;1;9;5;-;3;-;-;-;-;-;-;-;-;8.0
;D. Kulusevski;;AMCR;;Sweden;90;1;-;-;-;2;2;1/0;2/0;14/4;-;-;-;14;-;58;-;3;-;42;88%;22;3;-;1;1;-;1;2;1;2;-;-;-;-;-;-;-;-;7.6
;J. Maddison;;AMCL;;England;90;-;-;-;-;3;2;2/1;1/0;12/5;-;-;-;15;-;75;-;5;-;57;88%;25;4;-;2;-;1;1;3;-;2;-;-;-;-;-;-;-;-;6.6
;Son;;S;;Korea Republic;90;-;-;-;-;-;-;1/1;3/2;10/4;1;-;-;14;-;48;-;4;-;32;81%;18;-;-;2;2;-;1;4;-;3;-;-;-;-;-;-;-;-;6.7
;M. Moore;;F;;England;17;-;1;-;-;2;-;0/0;0/0;0/0;-;-;-;7;-;18;-;-;-;11;82%;9;-;-;1;1;-;-;4;1;4;-;-;-;-;-;-;-;-;7.2
;Richarlison;;F;;Brazil;45;1;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;J. Pickford;;GK;;England;90;-;-;-;-;-;-;0/0;0/0;0/0;1;-;-;10;-;46;-;6;-;36;72%;10;22;-;-;-;-;-;-;-;-;3;2;-;-;-;-;-;-;6.2
;J. O'Brien;;DR;;Republic of Ireland;88;-;-;-;-;1;-;0/0;1/1;3/1;8;-;-;10;-;53;-;2;-;30;80%;12;5;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;6.4
;J. Tarkowski;;DCR;;England;90;-;-;-;-;-;-;3/2;4/4;8/7;6;-;-;8;-;56;2;3;1;41;83%;7;10;-;1;1;-;-;2;1;-;-;-;-;-;-;-;-;-;7.9
;J. Branthwaite;;DCL;;England;90;-;-;-;-;-;-;3/3;1/0;4/3;5;-;-;7;-;44;3;1;-;31;77%;9;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.5
;V. Mykolenko;;DL;;Ukraine;90;-;-;-;-;1;1;2/2;2/0;7/4;4;-;-;10;-;47;1;-;-;26;85%;8;5;-;1;-;-;1;-;-;2;-;-;-;-;-;-;-;-;6.1
;O. Mangala;;DMCR;;Belgium;90;-;-;-;-;2;1;1/1;0/0;4/2;3;-;-;5;1;36;1;1;-;26;85%;13;-;-;1;1;-;-;2;-;-;-;-;-;-;-;-;-;-;6.6
;I. Guèye;;DMCL;;Senegal;90;-;2;-;-;-;3;3/2;1/1;9/7;2;-;-;5;-;55;2;8;-;37;95%;14;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;9.1
;J. Lindstrøm;;AMR;;Denmark;70;-;-;-;-;1;2;5/5;2/0;20/7;2;-;-;13;-;51;2;5;-;21;90%;9;-;-;1;1;-;-;2;2;11;-;-;-;-;-;-;-;-;8.1
;A. Doucouré;;AMC;;Mali;90;-;-;1;-;3;-;2/1;4/0;15/3;-;-;-;12;-;39;-;6;-;22;82%;12;-;-;-;-;-;1;3;-;3;-;-;-;-;-;-;-;-;5.9
;I. Ndiaye;;AML;;Senegal;81;1;-;-;-;2;2;2/1;3/1;21/9;-;-;-;12;-;51;1;8;-;26;85%;8;-;-;2;1;1;5;4;-;1;-;-;-;-;-;-;-;-;7.8
;D. C-Lewin;;S;;England;90;1;-;1;-;3;4;0/0;15/11;26/16;2;-;-;15;1;48;-;1;-;20;70%;14;-;-;6;2;1;2;10;-;1;-;-;-;-;-;1;-;-;7.7
;A. Young;;M;;England;20;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;M. Keane;;D;;England;2;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;2;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;N. Patterson;;D;;Scotland;9;-;-;-;-;-;1;1/1;0/0;0/5;-;-;-;-;-;10;-;1;-;4;100%;2;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;
;A. Onana;;GK;;Cameroon;90;-;-;-;-;-;-;0/0;0/0;0/0;1;-;1;13;-;30;-;4;-;26;54%;5;15;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;4.7
;M. de Ligt;;DR;;Netherlands;90;-;-;-;-;2;1;2/2;2/2;7/5;2;-;-;7;-;62;1;1;-;54;87%;10;8;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.3
;H. Maguire;;DC;;England;90;-;-;1;-;1;1;2/0;1/1;7/4;4;-;-;11;-;77;1;6;-;63;87%;6;11;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.1
;L. Yoro;;DL;;France;90;-;-;1;-;2;1;1/0;4/4;9/6;2;-;-;5;1;66;2;1;-;53;92%;8;1;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;6.3
;N. Mazraoui;;DMR;;Morocco;84;-;-;-;-;1;-;1/1;1/0;7/1;-;-;-;8;-;45;2;4;-;30;83%;8;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;6.2
;M. Ugarte;;DMCR;;Uruguay;64;-;-;1;-;2;-;3/2;1/0;12/3;-;-;-;8;-;39;-;4;-;26;85%;3;3;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6.0
;K. Mainoo;;DMCL;;England;64;-;-;-;-;1;-;2/1;2/1;8/3;-;-;-;7;-;44;-;2;-;35;91%;4;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.0
;D. Dalot;;DML;;Portugal;90;-;-;-;-;-;1;0/0;2/2;11/5;2;-;-;17;1;73;2;8;-;46;76%;14;5;-;-;-;-;2;3;-;-;-;-;-;-;-;-;-;-;6.6
;A. Diallo;;AMCR;;Côte d’Ivoire;90;-;-;-;-;-;3;3/2;1/1;12/8;1;-;-;13;1;52;1;3;-;26;77%;11;-;-;1;-;1;1;8;-;1;-;-;-;-;-;-;-;-;6.6
;B. Fernandes;;AMCL;;Portugal;90;1;-;-;-;-;1;0/0;2/0;4/2;-;1;-;22;-;79;1;3;-;61;77%;30;10;1;2;1;-;1;3;-;7;-;-;-;-;-;-;1;-;7.0
;J. Zirkzee;;S;;Netherlands;84;-;-;-;-;2;3;3/1;6/2;17/7;-;-;-;9;-;35;1;3;-;15;80%;3;1;-;2;-;2;-;5;-;1;-;-;-;-;-;-;-;1;6.0
;T. Collyer;;M;;England;26;-;-;-;-;2;-;1/1;1/1;3/2;-;-;-;1;-;22;-;4;-;19;95%;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.1
;A. Garnacho;;F;;Argentina;26;-;-;-;-;-;-;0/0;3/0;0/0;-;-;-;5;-;12;-;1;-;6;67%;3;-;-;2;-;1;-;3;-;-;-;-;-;-;-;-;-;-;5.8
;Antony;;F;;Brazil;6;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;R. Højlund;;F;;Denmark;6;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;1;-;2;-;-;-;1;100%;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;B. Verbruggen;;GK;;Netherlands;90;-;-;-;-;-;-;0/0;0/0;0/0;3;-;-;14;-;40;-;4;-;36;61%;4;18;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;6.1
;J. Veltman;;DR;;Netherlands;90;-;-;-;-;-;1;1/0;1/1;4/3;4;-;-;19;-;61;-;6;-;40;68%;17;7;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.3
;J. Hecke;;DCR;;Netherlands;90;-;-;-;-;1;-;2/1;4/3;7/5;2;-;-;11;-;76;-;5;-;67;85%;6;5;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.6
;L. Dunk;;DCL;;England;90;-;-;-;-;1;1;1/1;1/1;4/3;3;-;-;7;-;82;-;-;-;73;93%;7;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.7
;P. Estupiñán;;DL;;Ecuador;84;-;-;-;-;-;2;3/1;0/0;9/6;2;-;-;7;-;61;1;3;-;37;92%;6;3;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;6.3
;Y. Minteh;;MR;;Gambia;69;1;1;1;-;1;-;3/3;4/0;11/4;-;-;-;9;-;27;1;2;-;13;62%;8;-;-;2;1;1;1;5;2;1;-;-;-;-;-;1;-;-;7.9
;C. Baleba;;MCR;;Cameroon;90;-;-;1;-;2;2;2/1;3/2;15/8;-;-;-;14;-;46;1;5;-;28;79%;8;8;-;1;-;-;2;-;-;-;-;-;1;-;-;-;-;-;5.8
;Y. Ayari;;MCL;;Sweden;90;-;-;-;-;3;-;1/0;4/2;9/5;2;-;-;12;-;65;1;3;-;52;87%;8;3;-;-;-;-;2;-;-;3;-;-;-;-;-;-;-;-;6.4
;K. Mitoma;;ML;;Japan;90;1;1;-;-;3;-;3/1;0/0;9/3;1;-;-;12;1;46;1;4;-;28;75%;6;3;-;1;1;-;-;4;1;1;-;-;-;-;1;-;-;-;7.9
;João Pedro;;FCR;;Brazil;90;-;-;-;-;1;1;1/0;5/2;14/6;-;-;-;15;-;41;-;3;-;24;75%;7;1;-;-;-;-;2;5;-;-;-;-;-;-;-;-;-;-;5.9
;D. Welbeck;;FCL;;England;69;-;-;-;-;-;3;1/1;0/0;8/6;-;-;-;4;-;35;1;4;-;21;95%;4;-;-;1;-;1;2;5;-;1;-;-;-;-;-;-;-;-;6.5
;G. Rutter;;F;;France;21;1;-;-;-;-;1;1/1;2/1;4/3;-;-;-;3;2;14;-;1;-;5;80%;2;-;-;1;1;-;-;3;-;-;-;-;-;-;-;-;-;-;7.1
;S. March;;M;;England;21;-;-;1;-;-;1;3/1;0/0;0/5;-;-;-;4;-;17;-;-;-;8;63%;4;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;5.8
;T. Lamptey;;D;;Ghana;6;-;-;-;-;-;-;0/0;1/0;0/0;-;-;-;2;-;6;-;2;-;2;100%;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;M. Sels;;GK;;Belgium;90;-;-;-;-;-;1;0/0;1/1;0/2;3;-;-;10;-;26;-;1;-;20;50%;3;16;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;5.9
;O. Aina;;DR;;Nigeria;90;-;1;-;-;-;2;2/2;1/0;8/4;1;-;-;7;-;47;1;5;-;31;84%;14;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;6.9
;N. Milenković;;DCR;;Serbia;90;-;-;-;-;-;-;1/0;6/4;8/5;4;-;-;5;-;36;1;-;-;29;83%;5;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.1
;Murillo;;DCL;;Brazil;90;-;-;-;-;-;1;3/3;4/2;10/8;2;-;-;12;-;51;2;4;-;35;80%;8;8;-;-;-;-;2;2;-;2;-;-;-;-;-;-;-;-;6.6
;N. Williams;;DL;;Wales;90;-;-;-;-;-;2;4/0;2/2;10/8;4;-;-;14;1;77;1;4;-;43;86%;16;4;-;1;-;1;-;2;-;1;-;-;-;-;-;-;-;-;6.2
;N. Domínguez;;DMCR;;Argentina;83;-;-;-;-;-;1;3/2;2/1;7/5;2;-;-;4;-;53;-;2;-;40;95%;16;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;7.1
;E. Anderson;;DMCL;;England;90;1;-;-;-;2;2;2/1;0/0;11/4;2;-;-;12;-;58;1;7;-;43;86%;15;2;-;1;1;-;-;2;-;3;-;-;-;-;-;1;-;-;7.5
;A. Elanga;;AMR;;Sweden;74;-;-;-;-;-;-;0/0;2/0;0/0;1;-;-;15;-;46;-;2;-;28;89%;19;-;-;1;1;-;-;2;-;7;-;-;-;-;-;-;-;-;6.2
;M. Gibbs-White;;AMC;;England;83;-;1;-;-;2;5;1/1;4/2;14/9;-;-;-;10;-;66;-;6;-;50;88%;23;1;-;2;1;-;1;5;-;2;-;-;-;-;-;-;-;-;7.7
;C. Hudson-Odoi;;AML;;England;38;1;-;-;-;-;-;0/0;1/1;3/2;-;-;-;3;-;23;1;3;-;17;94%;9;1;-;1;1;-;1;1;-;2;-;-;-;-;-;-;-;-;7.1
;C. Wood;;S;;New Zealand;83;1;1;-;-;-;1;1/1;9/5;12/8;-;-;-;6;1;31;-;1;-;18;72%;11;1;-;4;1;-;1;6;1;-;-;-;-;-;1;-;-;-;8.2
;Jota Silva;;F;;Portugal;52;-;-;-;-;-;1;1/0;2/0;9/4;-;-;-;7;-;24;1;3;-;13;69%;6;2;-;3;-;1;2;5;1;-;-;-;-;-;-;-;-;-;6.4
;Morato;;D;;Brazil;16;-;-;-;-;-;-;0/0;1/1;0/1;-;-;-;2;-;6;-;-;-;6;67%;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.8
;T. Awoniyi;;F;;Nigeria;7;-;-;-;-;-;-;1/1;4/0;6/1;-;-;-;5;1;9;-;1;-;5;40%;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;R. Yates;;D;;England;7;-;-;-;-;-;-;0/0;0/0;0/0;1;-;-;3;-;6;-;-;-;5;40%;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;R. Sosa;;F;;Paraguay;7;-;-;-;-;-;2;0/0;2/0;5/2;1;-;-;1;-;9;-;3;-;3;100%;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;A. Ramsdale;;GK;;England;90;-;-;-;-;-;-;0/0;1/1;0/1;1;-;-;13;-;29;-;4;-;22;41%;5;18;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;5.4
;J. Bree;;DR;;England;86;-;-;-;-;-;-;2/2;5/3;7/5;5;-;-;7;-;63;1;2;-;49;90%;17;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.3
;J. Bednarek;;DC;;Poland;90;1;-;-;-;1;-;0/0;8/5;12/5;6;-;1;7;-;65;1;4;-;52;88%;3;4;-;2;2;-;-;3;-;-;-;-;-;-;-;-;-;-;6.4
;T. Harwood-Bellis;;DL;;England;90;-;-;-;-;-;-;0/0;6/4;6/4;7;-;-;7;-;72;1;3;-;61;92%;12;3;-;1;-;1;-;2;-;-;-;-;-;-;-;-;-;-;6.5
;Y. Sugawara;;DMR;;Japan;58;-;-;-;-;2;-;0/0;0/0;4/1;2;-;-;7;-;40;1;3;-;29;93%;14;2;-;-;-;-;1;-;-;4;-;-;-;-;-;-;-;-;5.8
;F. Downes;;DMCR;;England;45;-;-;1;-;4;1;1/1;1/0;9/3;2;-;-;3;-;40;1;3;-;31;94%;6;3;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;6.1
;J. Aribo;;DMCL;;Nigeria;90;-;-;1;-;2;-;0/0;8/2;12/3;2;-;-;5;-;66;-;4;-;57;93%;19;1;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;6.2
;K. W-Peters;;DML;;England;90;-;-;1;-;1;1;2/2;1/0;10/4;-;-;-;11;-;66;-;3;-;39;92%;18;2;-;1;-;-;1;1;-;2;-;-;-;-;-;-;-;-;6.3
;Mateus Fernandes;;AMC;;Portugal;90;-;1;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;C. Archer;;FCR;;England;58;-;-;-;-;2;-;0/0;2/1;9/3;1;-;-;7;-;21;-;1;-;12;83%;5;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;5.6
;A. Armstrong;;FCL;;England;58;-;-;-;-;1;-;1/1;1/1;5/2;1;-;-;9;-;26;-;3;-;18;83%;10;-;-;-;-;-;-;5;-;2;-;-;-;-;-;-;-;-;6.0
;P. Onuachu;;F;;Nigeria;32;1;-;-;-;1;-;0/0;4/3;6/3;-;-;-;6;-;15;-;-;-;8;63%;2;-;-;3;2;1;-;4;-;-;-;-;-;-;-;-;-;-;7.2
;L. Ugochukwu;;M;;France;45;-;1;1;-;2;-;1/1;2/1;9/5;1;-;-;5;-;36;-;2;-;25;88%;13;1;-;1;-;-;3;1;-;1;-;-;-;-;-;-;-;-;6.8
;R. Manning;;M;;Republic of Ireland;32;-;-;-;-;-;-;3/2;1/1;6/4;3;-;-;4;-;30;-;4;-;19;95%;3;-;-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;6.4
;Kamaldeen;;F;;Ghana;32;-;-;-;-;-;-;0/0;0/0;3/1;-;-;-;5;-;14;-;1;-;8;75%;5;1;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;5.7
;W. Smallbone;;M;;Republic of Ireland;4;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;1;-;8;-;2;-;6;100%;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;Ederson;;GK;;Brazil;90;-;-;-;-;-;-;0/0;0/0;0/0;1;-;-;5;-;50;-;8;-;35;86%;1;10;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;7.9
;Matheus Nunes;;DR;;Portugal;90;-;-;1;-;2;2;1/1;3/3;11/7;2;-;-;12;-;96;-;4;-;81;90%;17;2;-;-;-;-;1;2;-;1;-;-;-;-;-;-;-;-;7.1
;M. Akanji;;DCR;;Switzerland;72;-;-;-;-;2;-;0/0;4/1;6/1;1;-;-;1;-;70;-;3;-;68;99%;18;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.5
